Ticker,Name,Sector,Industry,IPO_Year,Price
PNTR,Pointer Telocation Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment,n/a,13.95
PCOM,"Points International, Ltd.",Miscellaneous,Business Services,n/a,12.52
POLA,"Polar Power, Inc.",Miscellaneous,Industrial Machinery/Components,2016,4.88
PTE,"PolarityTE, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,12.5
POOL,Pool Corporation,Consumer Durables,Industrial Specialties,1995,159.67
POPE,Pope Resources,Consumer Non-Durables,Environmental Services,n/a,68.6
BPOP,"Popular, Inc.",Finance,Major Banks,n/a,56.73
PTLA,"Portola Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2013,35.2
PBPB,Potbelly Corporation,Consumer Services,Restaurants,2013,8.63
PCH,PotlatchDeltic Corporation,Consumer Services,Real Estate Investment Trusts,n/a,36.29
POWL,"Powell Industries, Inc.",Consumer Durables,Electrical Products,n/a,31.38
POWI,"Power Integrations, Inc.",Technology,Semiconductors,1997,74.36
PRAA,"PRA Group, Inc.",Finance,Finance: Consumer Services,2002,31.04
PRAH,"PRA Health Sciences, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,2014,108.92
PRAN,Prana Biotechnology Ltd,Health Care,Major Pharmaceuticals,n/a,1.6413
PRPO,"Precipio, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a,0.16
PFBC,Preferred Bank,n/a,n/a,n/a,51.21
PFBI,"Premier Financial Bancorp, Inc.",Finance,Major Banks,1996,16.24
PINC,"Premier, Inc.",Consumer Services,Other Consumer Services,2013,36.26
LENS,Presbia PLC,Health Care,Medical/Dental Instruments,2015,0.65
PSDO,"Presidio, Inc.",Technology,Retail: Computer Software & Peripheral Equipment,2017,16.79
PRGX,"PRGX Global, Inc.",Consumer Services,Diversified Commercial Services,1996,9.51
PSMT,"PriceSmart, Inc.",Consumer Services,Department/Specialty Retail Stores,n/a,63.96
PRMW,Primo Water Corporation,Consumer Non-Durables,Food Distributors,2010,14.82
PRIM,Primoris Services Corporation,Basic Industries,Water Supply,n/a,23.47
PFG,Principal Financial Group Inc,Finance,Accident &Health Insurance,2001,51.44
PRNB,Principia Biopharma Inc.,Health Care,Major Pharmaceuticals,2018,37.39
PDEX,"Pro-Dex, Inc.",Health Care,Medical/Dental Instruments,n/a,14.55
IPDN,"Professional Diversity Network, Inc.",Technology,"Computer Software: Programming, Data Processing",2013,1.57
PFIE,"Profire Energy, Inc.",Energy,Metal Fabrications,n/a,1.78
PGNX,Progenics Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,1997,4.52
PRGS,Progress Software Corporation,Technology,Computer Software: Prepackaged Software,1991,37.17
PFPT,"Proofpoint, Inc.",Technology,EDP Services,2012,118.49
PRPH,"ProPhase Labs, Inc.",Health Care,Major Pharmaceuticals,n/a,3.01
PRQR,ProQR Therapeutics N.V.,Health Care,Major Pharmaceuticals,2014,14.75
PSEC,Prospect Capital Corporation,n/a,n/a,2004,6.72
PTGX,"Protagonist Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2016,8.5
PTVCB,Protective Insurance Corporation,Finance,Property-Casualty Insurers,n/a,20.82
PRTO,"Proteon Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,2.73
PTI,"Proteostasis Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2016,4.33
PRTA,Prothena Corporation plc,Health Care,Major Pharmaceuticals,n/a,13.99
PRVB,"Provention Bio, Inc.",Health Care,Major Pharmaceuticals,2018,2.51
PROV,"Provident Financial Holdings, Inc.",Finance,Savings Institutions,n/a,20.4
PMD,Psychemedics Corporation,Health Care,Medical Specialities,n/a,19.32
PTC,PTC Inc.,Technology,Computer Software: Prepackaged Software,n/a,94
PTCT,"PTC Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2013,35.65
PULM,"Pulmatrix, Inc.",Health Care,Major Pharmaceuticals,2014,1.14
PBYI,Puma Biotechnology Inc,Health Care,Major Pharmaceuticals,n/a,39.19
PCYO,Pure Cycle Corporation,Public Utilities,Water Supply,n/a,10.06
PRPL,"Purple Innovation, Inc.",Consumer Durables,Home Furnishings,2015,5.85
PXS,Pyxis Tankers Inc.,Transportation,Marine Transportation,n/a,1.03
QADA,QAD Inc.,Technology,Computer Software: Prepackaged Software,n/a,46.4
QADB,QAD Inc.,Technology,Computer Software: Prepackaged Software,n/a,33
QCRH,"QCR Holdings, Inc.",Finance,Major Banks,n/a,35.89
QGEN,Qiagen N.V.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,39.48
QIWI,QIWI plc,Miscellaneous,Business Services,2013,14.29
QRVO,"Qorvo, Inc.",Technology,Semiconductors,n/a,70.84
QCOM,QUALCOMM Incorporated,Technology,Radio And Television Broadcasting And Communications Equipment,1991,54.58
QBAK,Qualstar Corporation,Technology,Electronic Components,2000,6.57
QLYS,"Qualys, Inc.",Technology,Computer Software: Prepackaged Software,2012,85.22
QTNA,"Quantenna Communications, Inc.",Technology,Semiconductors,2016,18.37
QTRX,Quanterix Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,2017,25.02
QTRH,Quarterhill Inc.,Miscellaneous,Multi-Sector Companies,n/a,1.03
QRHC,Quest Resource Holding Corporation.,Technology,Diversified Commercial Services,n/a,1.53
QUIK,QuickLogic Corporation,Technology,Semiconductors,1999,0.85
QDEL,Quidel Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,n/a,68
QNST,"QuinStreet, Inc.",Miscellaneous,Business Services,2010,13.6
QUMU,Qumu Corporation,Technology,Computer Software: Prepackaged Software,n/a,2.3788
QTNT,Quotient Limited,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2014,10.99
QRTEA,"Qurate Retail, Inc.",Consumer Services,Catalog/Specialty Distribution,n/a,18.92
QTT,Qutoutiao Inc.,n/a,n/a,2018,14.29
RRD,R.R. Donnelley & Sons Company,Miscellaneous,Publishing,n/a,5.38
RCM,R1 RCM Inc.,Consumer Services,Other Consumer Services,n/a,10
RARX,"Ra Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2016,19.5
RADA,RADA Electronic Industries Ltd.,Consumer Non-Durables,Electronic Components,n/a,2.78
RDCM,Radcom Ltd.,Technology,Computer peripheral equipment,1997,7.75
RDUS,"Radius Health, Inc.",Health Care,Major Pharmaceuticals,2014,20.15
RDNT,"RadNet, Inc.",Health Care,Medical Specialities,n/a,14.35
RDWR,Radware Ltd.,Miscellaneous,Business Services,1999,25.19
METC,"Ramaco Resources, Inc.",Energy,Coal Mining,2017,5.43
RMBS,"Rambus, Inc.",Technology,Semiconductors,1997,10.42
GOLD,Randgold Resources Limited,Basic Industries,Precious Metals,n/a,12.27
RNDB,"Randolph Bancorp, Inc.",Finance,Major Banks,2016,15.18
RPD,"Rapid7, Inc.",Technology,Computer Software: Prepackaged Software,2015,47.07
RAVE,"Rave Restaurant Group, Inc.",Consumer Non-Durables,Food Distributors,n/a,1.1104
RAVN,"Raven Industries, Inc.",Capital Goods,Specialty Chemicals,n/a,40.09
RBB,RBB Bancorp,Finance,Major Banks,2017,22.11
ROLL,RBC Bearings Incorporated,Capital Goods,Metal Fabrications,2005,142.25
RICK,"RCI Hospitality Holdings, Inc.",Consumer Services,Restaurants,1995,23.25
RCMT,"RCM Technologies, Inc.",Technology,Professional Services,n/a,4.51
RDI,Reading International Inc,Consumer Services,Movies/Entertainment,n/a,16.14
RGSE,"Real Goods Solar, Inc.",Basic Industries,Engineering & Construction,n/a,0
RNWK,"RealNetworks, Inc.",Technology,EDP Services,1997,3.32
RP,"RealPage, Inc.",Technology,Computer Software: Prepackaged Software,2010,61.89
RETA,"Reata Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2016,97.68
RCON,"Recon Technology, Ltd.",Energy,Oilfield Services/Equipment,2009,1.01
REPH,"Recro Pharma, Inc.",Health Care,Major Pharmaceuticals,2014,9.77
RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Services,Restaurants,2002,31.26
RRR,"Red Rock Resorts, Inc.",Consumer Services,Hotels/Resorts,2016,28.42
RDFN,Redfin Corporation,Finance,Real Estate,2017,20.37
RDHL,Redhill Biopharma Ltd.,Health Care,Major Pharmaceuticals,n/a,7.88
REGN,"Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,1991,441.18
RGNX,REGENXBIO Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2015,56.98
RGLS,Regulus Therapeutics Inc.,Health Care,Major Pharmaceuticals,2012,1.28
RBNC,"Reliant Bancorp, Inc.",Finance,Major Banks,n/a,22.51
RELV,"Reliv&#39; International, Inc.",Health Care,Major Pharmaceuticals,n/a,4.3819
MARK,"Remark Holdings, Inc.",Consumer Services,Telecommunications Equipment,n/a,2.1
RNST,Renasant Corporation,Finance,Major Banks,n/a,38.27
REGI,"Renewable Energy Group, Inc.",Basic Industries,Major Chemicals,2012,26.59
RCII,Rent-A-Center Inc.,Technology,Diversified Commercial Services,1995,19.48
RGEN,Repligen Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1986,62.99
REPL,"Replimune Group, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2018,13.45
RBCAA,"Republic Bancorp, Inc.",Finance,Major Banks,1998,44.98
FRBK,"Republic First Bancorp, Inc.",Finance,Major Banks,n/a,6.34
REFR,Research Frontiers Incorporated,Miscellaneous,Multi-Sector Companies,n/a,2.15
RSLS,ReShape Lifesciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,n/a,0
RESN,Resonant Inc.,Technology,Semiconductors,2014,3.23
RECN,"Resources Connection, Inc.",Miscellaneous,Business Services,2000,17.43
HAIR,"Restoration Robotics, Inc.",Health Care,Medical/Dental Instruments,2017,0.99
TORC,"resTORbio, Inc.",Health Care,Major Pharmaceuticals,2018,8.86
ROIC,Retail Opportunity Investments Corp.,Consumer Services,Real Estate Investment Trusts,n/a,16.85
RTRX,"Retrophin, Inc.",Health Care,Major Pharmaceuticals,n/a,22.41
RVNC,"Revance Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2014,17.25
RVLT,"Revolution Lighting Technologies, Inc.",Consumer Durables,Building Products,n/a,0.45
RWLK,ReWalk Robotics Ltd,Health Care,Industrial Specialties,2014,0.26
RGCO,RGC Resources Inc.,Public Utilities,Oil & Gas Production,n/a,28.04
RYTM,"Rhythm Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2017,29.67
RBBN,Ribbon Communications Inc. ,Technology,EDP Services,n/a,5.05
RIBT,RiceBran Technologies,Consumer Non-Durables,Packaged Foods,n/a,3.51
RIGL,"Rigel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2000,2.23
RNET,"RigNet, Inc.",Consumer Services,Telecommunications Equipment,2010,15.66
RMNI,"Rimini Street, Inc.",Miscellaneous,Business Services,2015,5.52
RIOT,"Riot Blockchain, Inc",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,n/a,3.17
REDU,RISE Education Cayman Ltd,Consumer Services,Other Consumer Services,2017,10.66
RTTR,"Ritter Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2015,0.65
RVSB,Riverview Bancorp Inc,Finance,Savings Institutions,n/a,7.94
RCKT,"Rocket Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2015,17.67
RMTI,"Rockwell Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1998,5.1
RCKY,"Rocky Brands, Inc.",Consumer Non-Durables,Shoe Manufacturing,1993,30.4
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Non-Durables,Specialty Foods,n/a,9.35
ROKU,"Roku, Inc.",Consumer Services,Television Services,2017,69.37
ROSE,Rosehill Resources Inc.,Energy,Oil & Gas Production,2016,2.9
ROST,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,1985,95.42
RGLD,"Royal Gold, Inc.",Basic Industries,Precious Metals,n/a,87.22
RTIX,"RTI Surgical, Inc.",Health Care,Industrial Specialties,2000,5.4
RBCN,"Rubicon Technology, Inc.",Technology,Semiconductors,2007,8.05
RUBY,"Rubius Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2018,16.82
RMBL,"RumbleOn, Inc.",Technology,EDP Services,n/a,5.09
RUSHA,"Rush Enterprises, Inc.",Consumer Durables,Automotive Aftermarket,n/a,42.63
RUTH,"Ruth&#39;s Hospitality Group, Inc.",Consumer Services,Restaurants,2005,26.07
RYAAY,Ryanair Holdings plc,Transportation,Air Freight/Delivery Services,1997,77.69
STBA,"S&T Bancorp, Inc.",Finance,Major Banks,n/a,41.36
SANW,S&W Seed Company,Consumer Non-Durables,Farming/Seeds/Milling,n/a,3.15
SBRA,"Sabra Health Care REIT, Inc.",Consumer Services,Real Estate Investment Trusts,n/a,17.77
SABR,Sabre Corporation,Technology,"Computer Software: Programming, Data Processing",2014,22.77
SAEX,"SAExploration Holdings, Inc.",Energy,Oil & Gas Production,n/a,4
SAFT,"Safety Insurance Group, Inc.",Finance,Property-Casualty Insurers,2002,89
SGA,"Saga Communications, Inc.",Consumer Services,Broadcasting,n/a,34.12
SAGE,"Sage Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2014,160.55
SAIA,"Saia, Inc.",Transportation,Trucking Freight/Courier Services,n/a,67.6
SALM,"Salem Media Group, Inc.",Consumer Services,Broadcasting,1999,2.9
SAL,"Salisbury Bancorp, Inc.",Finance,Savings Institutions,n/a,44.62
SAFM,"Sanderson Farms, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,1987,115.55
SASR,"Sandy Spring Bancorp, Inc.",Finance,Major Banks,n/a,34.95
SGMO,"Sangamo Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2000,10.3
SANM,Sanmina Corporation,Technology,Electrical Products,1993,31.97
SPNS,Sapiens International Corporation N.V.,Technology,Computer Software: Prepackaged Software,1992,14.09
SRPT,"Sarepta Therapeutics, Inc.",Health Care,Major Pharmaceuticals,n/a,148.44
SVRA,"Savara, Inc.",Health Care,Major Pharmaceuticals,n/a,7.45
SBFG,"SB Financial Group, Inc.",Finance,Major Banks,n/a,18.6
SBBX,SB One Bancorp,Finance,Major Banks,n/a,23.53
SBAC,SBA Communications Corporation,Consumer Services,Real Estate Investment Trusts,1999,182.45
SCSC,"ScanSource, Inc.",Technology,Retail: Computer Software & Peripheral Equipment,n/a,38.04
SCHN,"Schnitzer Steel Industries, Inc.",Consumer Durables,Industrial Specialties,1993,24.57
SRRK,Scholar Rock Holding Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2018,17.95
SCHL,Scholastic Corporation,Consumer Services,Books,1992,42.59
SGMS,Scientific Games Corp,Technology,EDP Services,n/a,29.47
SCPH,scPharmaceuticals Inc.,Health Care,Major Pharmaceuticals,2017,3.39
SCYX,"SCYNEXIS, Inc.",Health Care,Major Pharmaceuticals,2014,1.28
SEAC,"SeaChange International, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,1996,1.47
SBCF,Seacoast Banking Corporation of Florida,Finance,Major Banks,n/a,28.91
STX,Seagate Technology PLC,Technology,Electronic Components,2002,46.54
SHIP,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation,n/a,0.48
SPNE,SeaSpine Holdings Corporation,Health Care,Medical/Dental Instruments,n/a,15.34
SGEN,"Seattle Genetics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2001,74.26
EYES,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2014,0.8
SECO,Secoo Holding Limited,Consumer Services,Other Specialty Stores,2017,9.88
SCWX,SecureWorks Corp.,Technology,Computer Software: Prepackaged Software,2016,21.97
SEIC,SEI Investments Company,Finance,Investment Bankers/Brokers/Service,1981,52.99
SLCT,"Select Bancorp, Inc.",Finance,Major Banks,n/a,11.72
SIC,"Select Interior Concepts, Inc.",Basic Industries,Homebuilding,n/a,13.09
SELB,"Selecta Biosciences, Inc.",Health Care,Major Pharmaceuticals,2016,2.16
SIGI,"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers,n/a,65.8
SLS,"SELLAS Life Sciences Group, Inc. ",Health Care,Major Pharmaceuticals,n/a,1.38
LEDS,SemiLEDS Corporation,Technology,Semiconductors,2010,3.17
SMTC,Semtech Corporation,Technology,Semiconductors,n/a,56.17
SNES,"SenesTech, Inc.",Basic Industries,Agricultural Chemicals,2016,0.92
SNH,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,n/a,11.77
SRTS,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments,2016,7.75
SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel,n/a,2.12
MCRB,"Seres Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2015,6.22
SREV,"ServiceSource International, Inc.",Miscellaneous,Business Services,2011,1.03
SFBS,"ServisFirst Bancshares, Inc.",Finance,Major Banks,2014,35.2
SESN,"Sesen Bio, Inc.",Health Care,Major Pharmaceuticals,2014,1.1
SGBX,"SG Blocks, Inc.",Consumer Services,RETAIL: Building Materials,2017,2.835
SMED,Sharps Compliance Corp.,Basic Industries,Environmental Services,n/a,3.75
SHSP,"SharpSpring, Inc.",Technology,Computer Software: Prepackaged Software,n/a,15.15
SHEN,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment,n/a,46.15
SHLO,"Shiloh Industries, Inc.",Capital Goods,Industrial Specialties,1993,6.4
SCVL,"Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,1993,38.5
SHBI,Shore Bancshares Inc,Finance,Major Banks,n/a,15.87
SSTI,"ShotSpotter, Inc.",Technology,Computer Software: Prepackaged Software,2017,49.88
SFLY,"Shutterfly, Inc.",Miscellaneous,Other Consumer Services,2006,45.2
SIBN,"SI-BONE, Inc.",Health Care,Medical/Dental Instruments,2018,20.82
SNNA,"Sienna Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2017,2.55
SIEN,"Sientra, Inc.",Health Care,Industrial Specialties,2014,11.48
BSRR,Sierra Bancorp,Finance,Major Banks,n/a,27
SRRA,"Sierra Oncology, Inc.",Health Care,Major Pharmaceuticals,2015,1.9
SWIR,"Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,n/a,12.65
SIFY,Sify Technologies Limited,Technology,"Computer Software: Programming, Data Processing",n/a,1.6
SIGA,SIGA Technologies Inc.,Health Care,Major Pharmaceuticals,n/a,6.64
SGLB,"Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries,n/a,2.03
SBNY,Signature Bank,Finance,Major Banks,2004,136.16
SLGN,Silgan Holdings Inc.,Consumer Durables,Containers/Packaging,1997,28.54
SILC,Silicom Ltd,Technology,Computer Communications Equipment,n/a,39.24
SLAB,"Silicon Laboratories, Inc.",Technology,Semiconductors,2000,83.23
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors,2005,42.2
SAMG,Silvercrest Asset Management Group Inc.,Finance,Investment Managers,2013,15.73
SSNT,"SilverSun Technologies, Inc.",Miscellaneous,Business Services,n/a,4
SFNC,Simmons First National Corporation,Finance,Major Banks,n/a,26.99
SLP,"Simulations Plus, Inc.",Technology,EDP Services,n/a,21
SINA,Sina Corporation,Technology,Computer Software: Prepackaged Software,n/a,68.12
SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting,1995,36.67
SINO,"Sino-Global Shipping America, Ltd.",Transportation,Oil Refining/Marketing,n/a,0.9721
SVA,"Sinovac Biotech, Ltd.",Health Care,Major Pharmaceuticals,n/a,6.49
SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,n/a,6.04
SITO,"SITO Mobile, Ltd.",Miscellaneous,Business Services,n/a,2.2
SKYS,"Sky Solar Holdings, Ltd.",Public Utilities,Electric Utilities: Central,2014,0.71
SKYW,"SkyWest, Inc.",Transportation,Air Freight/Delivery Services,1986,52.91
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,n/a,82.79
SNBR,Sleep Number Corporation,Consumer Durables,Home Furnishings,n/a,44.15
SLM,SLM Corporation,Finance,Finance: Consumer Services,n/a,11.15
SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,2017,28.67
SND,"Smart Sand, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),2016,2.93
SMBK,"SmartFinancial, Inc.",Finance,Major Banks,n/a,19.6
SMSI,"Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software,1995,1.9
SMTX,SMTC Corporation,Technology,Electrical Products,2000,4.9
SRAX,"Social Reality, Inc.",Technology,Advertising,n/a,3.2
SCKT,"Socket Mobile, Inc.",Technology,Computer Manufacturing,n/a,1.92
SOHU,Sohu.com Limited ,Technology,EDP Services,n/a,20.22
SLRC,Solar Capital Ltd.,n/a,n/a,2010,21.34
SUNS,Solar Senior Capital Ltd.,n/a,n/a,n/a,16.81
SEDG,"SolarEdge Technologies, Inc.",Technology,Semiconductors,2015,41.42
SLNO,"Soleno Therapeutics, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2014,1.54
SLGL,Sol-Gel Technologies Ltd.,Health Care,Major Pharmaceuticals,2018,7.07
SLDB,Solid Biosciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2018,11.69
SNGX,"Soligenix, Inc.",Health Care,Major Pharmaceuticals,n/a,0.9215
SOFO,"Sonic Foundry, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,n/a,0
SNOA,"Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,0.9309
SONO,"Sonos, Inc.",Consumer Non-Durables,Consumer Electronics/Appliances,2018,10.58
SPHS,"Sophiris Bio, Inc.",Health Care,Major Pharmaceuticals,2013,1.1
SORL,"SORL Auto Parts, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a,3.42
SRNE,"Sorrento Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,n/a,2.03
SOHO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,n/a,6.6
SSB,South State Corporation,Finance,Major Banks,n/a,70.76
SFST,"Southern First Bancshares, Inc.",Finance,Major Banks,n/a,37.28
SMBC,"Southern Missouri Bancorp, Inc.",Finance,Banks,n/a,37.35
SONA,"Southern National Bancorp of Virginia, Inc.",Finance,Major Banks,n/a,16
SBSI,"Southside Bancshares, Inc.",Finance,Major Banks,n/a,34.9
SP,SP Plus Corporation,Consumer Services,Rental/Leasing Companies,n/a,34.62
SPKE,"Spark Energy, Inc.",Public Utilities,Power Generation,2014,10
ONCE,"Spark Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2015,113.39
SPTN,SpartanNash Company,Consumer Non-Durables,Food Distributors,n/a,18.56
SPPI,"Spectrum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,10.57
SPRO,"Spero Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2017,11.74
ANY,Sphere 3D Corp.,Technology,EDP Services,n/a,2.6
SPEX,Spherix Incorporated,Miscellaneous,Multi-Sector Companies,n/a,0.8002
SAVE,"Spirit Airlines, Inc.",Transportation,Air Freight/Delivery Services,n/a,56.49
STXB,"Spirit of Texas Bancshares, Inc.",Finance,Major Banks,2018,21.8
SPLK,Splunk Inc.,Technology,Computer Software: Prepackaged Software,2012,134.44
SPOK,"Spok Holdings, Inc.",Public Utilities,Telecommunications Equipment,n/a,14.15
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,Other Specialty Stores,2014,6.19
SBPH,"Spring Bank Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2016,9.82
SFM,"Sprouts Farmers Market, Inc.",Consumer Services,Food Chains,2013,22.95
SPSC,"SPS Commerce, Inc.",Technology,Computer Software: Prepackaged Software,2010,108.31
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software,2010,63.22
SSRM,SSR Mining Inc.,Basic Industries,Precious Metals,n/a,13.23
STAA,STAAR Surgical Company,Health Care,Ophthalmic Goods,n/a,41.15
STAF,"Staffing 360 Solutions, Inc.",Technology,Professional Services,n/a,1.53
STMP,Stamps.com Inc.,Miscellaneous,Business Services,1999,95.07
SBLK,Star Bulk Carriers Corp.,Transportation,Marine Transportation,n/a,7.49
SBUX,Starbucks Corporation,Consumer Services,Restaurants,1992,70.99
STFC,State Auto Financial Corporation,Finance,Property-Casualty Insurers,1991,34.06
GASS,"StealthGas, Inc.",Transportation,Marine Transportation,2005,3.25
STCN,"Steel Connect, Inc.",Miscellaneous,Business Services,n/a,1.97
STLD,"Steel Dynamics, Inc.",Basic Industries,Steel/Iron Ore,1996,37.89
SMRT,"Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,1992,1.13
SBOT,"Stellar Biotechnologies, Inc.",Health Care,Major Pharmaceuticals,n/a,1.26
STML,"Stemline Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2013,11.31
SRCL,"Stericycle, Inc.",Basic Industries,Environmental Services,1996,51.76
SBT,"Sterling Bancorp, Inc.",Finance,Savings Institutions,2017,10.05
STRL,Sterling Construction Company Inc,Basic Industries,Military/Government/Technical,n/a,14.93
SHOO,"Steven Madden, Ltd.",Consumer Non-Durables,Shoe Manufacturing,1993,33.62
SFIX,"Stitch Fix, Inc.",Consumer Services,Catalog/Specialty Distribution,2017,29.35
SYBT,"Stock Yards Bancorp, Inc.",Finance,Major Banks,n/a,36.18
BANX,StoneCastle Financial Corp,n/a,n/a,n/a,20.88
STNE,StoneCo Ltd.,Technology,EDP Services,2018,31.88
SSKN,"Strata Skin Sciences, Inc.",Health Care,Medical/Dental Instruments,n/a,3.32
SSYS,"Stratasys, Ltd.",Technology,Computer peripheral equipment,1994,26.79
STRA,"Strategic Education, Inc.",Consumer Services,Other Consumer Services,1996,143.58
STRT,Strattec Security Corporation,Capital Goods,Auto Parts:O.E.M.,n/a,30.16
STRM,"Streamline Health Solutions, Inc.",Technology,EDP Services,n/a,1.14
SBBP,Strongbridge Biopharma plc,Health Care,Major Pharmaceuticals,2015,5.4
SUMR,"Summer Infant, Inc.",Consumer Durables,Miscellaneous manufacturing industries,n/a,0.784
SMMF,"Summit Financial Group, Inc.",Finance,Major Banks,n/a,24.57
SSBI,Summit State Bank,n/a,n/a,2006,12.6
SMMT,Summit Therapeutics plc,Health Care,Major Pharmaceuticals,2015,2.26
WISA,"Summit Wireless Technologies, Inc.",Technology,Semiconductors,2018,2.44
SNHY,Sun Hydraulics Corporation,Capital Goods,Metal Fabrications,1997,49.73
SNDE,Sundance Energy Australia Limited,Energy,Oil & Gas Production,n/a,2.92
SNSS,"Sunesis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2005,0.54
STKL,"SunOpta, Inc.",Consumer Services,Farming/Seeds/Milling,n/a,2.99
SPWR,SunPower Corporation,Technology,Semiconductors,2005,6.51
RUN,Sunrun Inc.,Capital Goods,Industrial Specialties,2015,16.1
SUNW,"Sunworks, Inc.",Public Utilities,Telecommunications Equipment,n/a,0.463
SPCB,"SuperCom, Ltd.",Technology,Semiconductors,n/a,1.66
SCON,Superconductor Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,1993,1.63
SGC,"Superior Group of Companies, Inc.",Consumer Non-Durables,Apparel,n/a,17.15
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2012,41.28
SPRT,"support.com, Inc.",Technology,EDP Services,2000,2.36
